Title,Body,Rating,Date,Name
Betrayal of trust,"A financial company which blocks its customers' accounts and steals their deposits at the whim of the management simply cannot be trusted. I clearly can no longer rely on these people, so closed my account yesterday after 18 years. There has to be a better way.",1,2022-09-23T22:42:03.000Z,James
Don't recommend PayPal!!!,"Don't recommend PayPal!!!! They really don't back you up & protect your money, apparently hackers have priority with them. 🤬",1,2022-09-23T22:35:03.000Z,Heather B
Customer service slavery -investigate them,"Truly shocking, customer service appears to be provided by Filipina slaves working in the noisiest envinment ever. No suprse that the founders name is Thief .Used to eb a good company but now thyare just awful STAY AWAY",1,2022-09-23T18:09:39.000Z,John Tibbles
"PayPal keeps pro-pedo group, drops Gays Against Groomers","Aside from funds taking far longer to transfer compared to Cash or Venmo, the company now has now banned a Gay Rights Group who opposes groomers, Gays Against Groomers - see DailyWire article posted today, but allows Prostasia, a pro-pedophile group (just go look at their website) to remain on the platform. I will vote with my wallet and never use this company again.",1,2022-09-23T17:18:38.000Z,Darron Campbell
Censorship,"Appalled to learn that the Free Speech Union account has been frozen for an unspecified thought crime. FSU has not done anything illegal or undemocratic , why ""cancel"" it. Cancelling my PayPal account today.",1,2022-09-23T15:09:13.000Z,Ms   Harrison
Charlatans,"PayPal overreaches it’s service purpose of simply maintaining financial transactions and will close your account down if they deem your use of it to be counter to their values. The problem is, their values are ludicrous and they are simply pushing political agenda, and leveraging peoples finances to do it. Charlatans!",1,2022-09-23T14:43:54.000Z,Ben James
Dirty stinking thieves.,Dirty stinking thieves.PayPal have stolen £260 and are holding it for 6 months for no reason at all.Last night my 14 year old daughter had to walk home in the dark as my Uber is linked to PayPal and denied. They have no reasons why they withheld my money.Common thrives that cannot be trusted,1,2022-09-23T14:07:45.000Z,Simon Layton
Evil corporation,I will never support a company that silences the lawful free speech of citizens. Disgusting behaviour.,1,2022-09-23T14:03:37.000Z,Odhran
WORRYINGLY INADEQUATE,A payment application that won't let me update the addresses for my billing address. ABSOLUTELY SHOCKING. And it allows refunds to a card that was removed yet fraudulently hacked online and will now not allow me to confirm the new card. So I've lost my money. DUCKING SHUT PAYPAL.,1,2022-09-23T12:49:37.000Z,Brad McCormack
Paypal cancels the Free Speech Union!,"Paypal has cancelled so many accounts for no good reason, the last disgusting example is cancellation of the account of the Free Speech Union.  I call on all of you to find alternative payment solutions and ditch this censorious fin-tech company - stand up for free speech!",1,2022-09-23T11:47:03.000Z,Rick B
Worst customer service on Planet,"Worst customer service on Planet! Worst AI bots, live agents are even worse, cannot resolve simple tasks , been strugling with one question for two days, they don't want to pay me what is on my account, I surended, not worth of losing nervs on slow and ineficient service. Never use PayPal again!",1,2022-09-23T11:13:40.000Z,Martin S
Should  be banned due to rank…,"Should  be banned due to rank discrimination against free speech and democratic freedom. Also greedy, slow and frankly totally unnecessary in life. Deleted account and will never use again.",1,2022-09-23T11:07:57.000Z,Lucy Osborne
Never to be used again by me,"Never to be used again by me, my family or colleagues. Buying into a corrupt narrative will PayPals downfall",1,2022-09-23T10:00:22.000Z,Hugh McGivern
Making it difficult to close account,"I tried to close my account but then got told I had to close my PayPal Credit account first. The instructions say I can email, but the link goes to a page which only offers a US telephone number. This is poor practice to block me from leaving.",1,2022-09-23T09:51:08.000Z,Rob Breeds
PayPal are crushing freedom of expression,"They are a payments facilitor NOT a political enforcer.  Disgusting that they have closed down perfectly legitimate accounts for Free Speech Union, UsForThem etc. Freedom of Expression is the hallmark of our Society.  PayPal are strangling everything my country has fought for. They are a disgrace.",1,2022-09-23T08:20:31.000Z,customer 2018
Corrupt to the core....just like the…,Corrupt to the core....just like the government Another organisation who do not have the Peoples interests at heart,1,2022-09-23T07:17:47.000Z,Corinne
Account closed because you cancelled Us for Them,"I have cancelled my account because you have closed Us for Them's account down & blocked access to their money.I understand they have been given no clear reason for this closure or ability to challenge your decision.All they have done is fought for our children children to be put 1st in the response to covid, not be collateral damage.I also oppose the closure of many other accounts that have dared to have an alternative view on covid.",1,2022-09-23T07:03:42.000Z,Alex Hicks
woke agenda,"Had no problem with my account for many years but it now seems that PayPal are trying to dictate who can retain an account based on personal and irrelevent views, therefore it's no longer for me.This woke nonsense has to stop.Account closed.Thanks for the past service, but keep your focus on the previously good service - not the new wave of pc politics.",1,2022-09-23T00:18:52.000Z,david
This company believes it’s above the…,This company believes it’s above the law. However it’s a company registered in England and Wales and it’s registered office is in Richmond. Pretends to be offshore to avoid legal action. I am about to take legal action against them through the County Court. My advice is serve notice on the Richmond head office and go to court in the U.K. if you are in a different jurisdiction then Google the local legal entity registered office and go to court. Legal action is all they understand.,1,2022-09-23T00:10:31.000Z,Not So Forgotten Yet
I wish I had of read some of the past reveiws,"I wish I had of read some of the reviews before using Paypal, they used to be good, but they hold onto our money for 2 weeks. Will be the last time we ever use them.",1,2022-09-22T23:48:13.000Z,TWC
Skype account was hacked and money…,"Skype account was hacked and money taken via PayPal. I was unable to recover my Skype account therefore requested refund via PayPal. PayPal customer service was poor and ultimately rejected my claim. They are pointless, don't bother using.",1,2022-09-22T23:06:56.000Z,Seb Mills
Quick to resolve account login issues,"Quick to resolve account login issues. I lost access to my phone number and had forgotten my password. No options to reset it via email verification/security question so I contacted them by messaging them online, the help centre agent was helpful, informative and professional.",5,2022-09-22T20:38:56.000Z,Tracy
Stay away,Stay away!  Terrible service.  Will hold your monies for first 60 days of business acct.  This is theft by deception.  They'll just steal the fruits of your labor.,1,2022-09-22T20:31:01.000Z,Philip Huffman
Paypal is dangerously biased,"Paypal is dangerously politically biased, they will cut you off if you do not tow their ideological line, let alone their TOS.",1,2022-09-22T19:01:50.000Z,Alex
I was attempting to set up a deposit…,"I was attempting to set up a deposit link between PayPal and my wife's grocery store rebate program.  PayPal tells me I need to create a """""" bank account """""" I believe they called it a balance account.  It was clear this is not a bank account like one would get at the corner bank but they sure as heck act like it.  I would give a minus one star if I could.",1,2022-09-22T17:26:45.000Z,Ed Dooley
Un servicio que va cada vez peor. Evite usarlo,"Un servicio que va cada vez peor, particularmente facturo servicios de desarrollo WEB, recibí dos pagos de facturas y ellos exigen que anexe un numero de envió de producto, les comento que no envió productos físicos y me dicen que el cliente debe llamar a Paypal y decir que ""está feliz"" con el servicio que ofrecí, ahora ¿imagino que debe estar contento sino porque me pagaría la factura? Aun así, me tomo la molestia y pérdida de tiempo de llamar al cliente y pedirle se tome la molestia de llamar a Paypal, a mi cliente le dicen en Paypal que todo en su cuenta esta bien, el dinero le fue debitado y no debe hacer más, llamo de nuevo y soporte (que de paso te tratan mal) dice que no se puede hacer más que esperar 21 días. Le comento que una cuenta de muchos años de antigüedad sin ningún tipo de reclamo, un solo reclamo sin base y les demostré que teníamos razón, entonces la persona me dice que he vendido menos en los últimos meses, por ello me retienen el dinero, y realmente no es que venda menos sino que uso otras plataformas con mejores beneficios y sobre todo mejor atención, pues ya vengo viendo como cada vez es peor usar Paypal. Como agencia de desarrollo de tiendas online y soluciones web, no recomendare Paypal ni instalare en nuestros aplicativos, pues si cada cliente debe estar pasando por esa pérdida de tiempo por sus caprichos no tiene sentido usar esa plataforma. / Mal por ellos, pésimo servicio y los que atienden unos patanes. Ahhh y el dinero que le debitaron a mis clientes se lo quedaran 21 días. Evítese un mal rato, una pérdida de tiempo y una mala atención: NO USE PAYPALA service that is getting worse and worse, particularly I invoice WEB development services, I received two invoice payments and they demand that I attach a product shipment number, I tell them that they did not send physical products and they tell me that the client must call Paypal and say that ""he is happy"" with the service I offered, now I imagine that he must be happy if not because he would pay the bill? Even so, I take the trouble and waste of time to call the client and ask him to take the trouble to call Paypal, my client is told by Paypal that everything in his account is fine, the money was debited and he should not do More, I call again and support (which by the way treats you badly) says that you can't do more than wait 21 days. I tell him that an account of many years old without any type of claim, a single claim without basis and I showed them that we were right, then the person tells me that I have sold less in recent months, that is why they withhold my money, and It's not really that I sell less, but that I use other platforms with better benefits and, above all, better service since I've been seeing how it's getting worse and worse to use Paypal. As an agency for the development of online stores and web solutions, I will not recommend Paypal or install it in our applications, because if each client must be going through that waste of time due to their whims, it makes no sense to use that platform. / Too bad for them, lousy service and those who serve some louts. Ahhh and the money that was debited to my clients will be kept for 21 days. Avoid a bad time, a waste of time and bad attention: DO NOT USE PAYPAL",1,2022-09-22T16:01:49.000Z,JORGE DELGADO
Go woke go broke,"Closing my account after the last year of censorship from PayPal; limiting who I can send money to, cancelling DD to organisations and individuals they don't like, and now cancelling Toby Young the deputy editor of Spectator and founder of the Free Speech Union.",1,2022-09-22T15:22:45.000Z,John Forester
"Utterly useless ""computer says no""…","Utterly useless ""computer says no"" mentality. Rather than resolve an issue, their advice was to use something other than Paypal and ""maybe it will work next time"". I understand their need for security checks, but this was just lamentable service.",1,2022-09-22T14:27:57.000Z,Jonathan Harrison
CLASS ACTION LAWSUIT,PMAnyone interested in joining a class action lawsuit against paypal freezing customer account without an explanation? please refer to ...........paypal-class-action.com    in due course,1,2022-09-22T08:38:55.000Z,David
Abysmal customer service,"Abysmal customer service. The phone tree is long, convoluted, and not actually all that helpful. It takes at least 5 minutes to even be put on hold. It was not all too long until I spoke to a representative, but they were unhelpful. On the next hold, while being transferred, the  hold music was interspersed with PayPal ads. I was transferred back and forth and had to separately call 3 different support lines.",1,2022-09-22T01:28:06.000Z,John Drilling Jack
Buyer protection is useless.,-,1,2022-09-21T23:46:50.000Z,Kerrie
A wolf in sheep's clothing,"I have just learned that Paypal has seen fit to 'cancel' The Free Speech Union's PayPal account even though the FSU is non partisan and will defend any person's right to speak freely - a fundamental foundation stone of democracy. Paypal is behaving like a totalitarian state, no better than Russia or China, acting as judge and jury as to who is guilty of some thought crime that it doesn't agree with. It did not give any warning of its intentions to close the account. Dangerous times. I intend to close my account after many many years.  The Free speech union today, you or me tomorrow.",1,2022-09-21T22:29:02.000Z,Mrs Veryan Evans
Political organisation censoring free…,Political organisation censoring free speech and gay rights. Can’t in good conscience use them.,1,2022-09-21T21:37:46.000Z,Dialallama
They didn't added my deposit,"They didn't added my deposit. I added a deposit a few months ago, and It's still didn't reach my bank account.",1,2022-09-21T21:17:28.000Z,Markus
PayPal is a scam rip-off company,"Paypal is a terrible company to do business with. They will limit accounts, hold money for 6 months for no apparant reason, we sell pepper sprays and non lethal self defense products, have for 15 years, all our suppliers use PPal but they permanently restricted our account for weapons, they're a joke. Would not recommend to anyone. 0 stars",1,2022-09-21T20:14:34.000Z,Rob Ez (spyguy)
Blatantly hung up on me (I was being polite as ever),I live in an area with no mobile phone reception so cant receive the security SMS s cant log into my account to withdraw my money. When I phoned them to discuss the flagrantly hung up on me. Will be closing my account ASAP. And if you are reading this from paypal I dont own a landline handset as I threw that out with my shellsuit and Campri jacket in the mid-nineties.,1,2022-09-21T17:53:46.000Z,LW
I sent money to an app developer,"I sent money to an app developer to pay for his app/effort. Paypal's responseYou can no longer use PayPalAfter a review, we decided to permanently limit your account as we found potential risk associated with it.As a result, we can no longer offer PayPal services to you.Any bank or credit card information that’s linked to your PayPal account cannot be removed nor can it be added to another account. You can still log in and see your account information but you can’t send or receive money.If you have funds in your PayPal balance, it will be held for up to 180 days. After that, we’ll email you with information on how to access your funds.",1,2022-09-21T17:06:56.000Z,schwit schwit
Don't use PayPal if you do have alternative,"am happy that alternatives start rising and hope apps like cashapp, skrill etc cover the rest of the world so we can get rid of this trasj app. dealing with PayPal is HELL",1,2022-09-21T17:01:17.000Z,Ney
PayPal has the worst customer service…,PayPal has the worst customer service ever instead of dealing with the problem they are quick to make say that you using the service is the reason everything is happening,1,2022-09-21T16:39:45.000Z,Rebecca Matusiak
Evil,They are the enemies of free speech. Do not use.,1,2022-09-21T13:57:09.000Z,Veronica
Supports child grooming and pedophilia,Supports child grooming and pedophilia. Will shut down accounts of anyone against pedophilia. Disgusting.,1,2022-09-21T03:14:22.000Z,Jeremy DeShazo
I was hacked into and called PayPal and…,I was hacked into and called PayPal and was scammed by their technician. They took $300 out of my bank in gift cards of $100 each. PayPal denied all and would not protect my account. I cancelled my PayPal account and everyone should beware of this company and their fraud team.,1,2022-09-21T02:14:28.000Z,Chris Roddy
I would honestly give them a zero for…,"I would honestly give them a zero for customer service.  I had my PayPal account for about 15 years.  Only had 2 issues both this past year.  Both times was given the run around, and sided with the fraudulent party! If you have any issues plan on spending the day on the phone and repeating your issue with what feels like every representative that works there.  Also chatting I line with representative is like doing nothing! Closed out my account!  GOOD RIDDANCE!!!!",1,2022-09-20T18:48:02.000Z,Dary
Complete shambles,"Complete shamblesWon't allow you to withdraw your own money into your bank account.Tried calling there help team 6 times, no help given to resolve the problem",1,2022-09-20T16:33:27.000Z,Andrew Wilson
I just tried to buy something at…,"I just tried to buy something at Newegg, this time selecting Paypal. For no reason Paypal decided to hold the money for 21 days claiming I'm a seller (from their AI since no humans are behind the phones) I kept repeating that I am not a seller, that I am a buyer...no luck the AI kept repeating the bloated message. Finally after hours on the chat they said they will process a refund in 3-5 business days. Dealing with Paypal feels like court, much too much stress...I will be closing my account.",1,2022-09-20T13:57:15.000Z,Michael Cordoba
I provide services and used PayPal as a…,I provide services and used PayPal as a way for customers to pay me. My first customer pays from CA i receive in MI. My second customer lived in Canada both payment attempts from my customer were held. One for 21 days one for 24 hours. When I contacted PayPal I couldn't speak to anyone. The most I got was a link to chat with a rep. The rep was not very helpful. I'll be moving away from PayPal. No one should simply be able to hold your money without cause. They don't tell you why.,1,2022-09-20T12:18:13.000Z,Andrea Lewis
"PayPal robbed me of over $1,000 by…","PayPal robbed me of over $1,000 by siding with a fraudulent seller. Doesn't PayPal give buyers the benefit of the doubt??? I could have easily used a credit card instead and done a simple chargeback with my bank, but because I used PayPal balance, they were able to rob me without my bank involvement. I provided ample evidence/screenshots of my case and they didn't care even 1%. I hate this company.",1,2022-09-20T11:34:15.000Z,M
Most people don’t realize using PayPal is so risky.,"PayPal is beyond terrible. It’s extremely easy to lose money when using PayPal. There are countless horror stories on the Internet about it. Just look at all the one-star reviews here on Trustpilot! Page after page after page of one-star complaints. PayPal is thoroughly despised!The only time I use PayPal is when I have no choice. That is, sometimes my credit card won’t work for a certain merchant, which forces me to use PayPal. I had to do that a couple of weeks ago.There are so many security issues when using PayPal, a book could be written about it. First off, to link your bank account, they want your bank’s login and password. That’s insane!! Luckily, I’m smart enough not to give out that kind of information to anyone. But PayPal pushes very hard to get it from you. So I have to assume the majority of people do it. They probably trust PayPal to keep it secure. (All those poor suckers will one day regret having done that.)As far as them having my credit card number, I delete it as soon as my transaction is complete. Although I’m sure a talented hacker could get all that information anyway. It’s not like PayPal erases it from their records when you delete it from your account. I am a computer expert by profession, having worked in various financial institutions for over 40 years. Trust me when I say you should be very careful with computer transactions; especially where your money and identity are concerned. Don’t give your bank account number to anyone, because doing so risks hackers one day cleaning you out.PayPal offered me five dollars to open an account. But to get that money wasn’t worth all the hassle. You can’t just spend funds in a PayPal account with a PayPal transaction. Oh, no! That would be far too reasonable. Instead, you have to specifically transfer the money directly to your bank. That’s where the risk starts. Linking PayPal with your bank account is a very risky thing to do. To be cautious, I have a separate account at my bank for risky transactions. I keep only one dollar in it, except when I need to use it. Last month, some hacker tried to withdraw $65 from that account. Luckily for me, my bank rejected it. That’s a perfect example of why I keep a special account to give access to outsiders I don’t trust, like PayPal. Should anyone get that information, I can only lose the one dollar kept in the account.As for PayPal, the instructions on their website don’t work. Instead, they pressure you to open all sorts of crazy accounts. You wind up going in circles trying to find out how to get your money. Take my advice—be very careful whenever you use PayPal.I was finally able to transfer my $5 to my bank account, but was forced to use their app on my iPhone to do so. I’ll be closing that bank account after I get my five dollars. When PayPal has that bank account number, I know it’s no longer safe to use.PayPal was started by the same crooks that created eBay. In my opinion, both were created by criminals, for criminals. (The kind of white collar criminals who never end up in jail where they belong.)If you value your identity and security, stay away from PayPal.Far, far away!",1,2022-09-20T06:14:27.000Z,Jackjack
NO CUSTOMER SERVICE - USELESS,"Avoid using PayPal for anything based in previous reviews. But shocked I didn't realise this before and find how utterly useless PayPal Customer Service are who copy and paste responses and have no clue as to their own T & Cs.  Do not use them to make credit payments as they will trap you into unfair interest payments and then claim they follow FCA rules yet they have removed themselves from the Financial Ombudsman Service. They will rinse you out of money with ""attractive"" and then screw you over.",1,2022-09-19T23:12:34.000Z,ReviewDude
Protecting big companies and screwing the small ones,"I always thought that paying with PayPal was a layer of protection in case something went wrong: well today proved that I was sorely mistaken. I was sent a pair of shoes that broke just after 1 use and PayPal sided with the seller!!!! They claim there's nothing wrong with the item, it's not detective at all to break after a single use. But in the meantime my funds from a small sale on Depop have been on hold for 15 days and God knows how long I still have to wait, only because I don't sell that often on Depop. Always protecting the big company and who cares about the small everyday people.",1,2022-09-19T20:43:57.000Z,Chiara
Paypal steals sellers money,"The worst reception company They closed my account twice without any compelling reason. They always wait for the right moment to close the account when there is a high amount of money, knowing that you will not be able to restore it. Even when you provide the things required to cancel the restriction, it will be rejected and you will be forced to leave the money to them. They are a scam company. It's up to me to file a case against them. Please beware of PayPal.",1,2022-09-19T14:30:45.000Z,Steve
They do a chargeback after 10 years,-,1,2022-09-18T20:42:56.000Z,Pesro Sanchez
Don’t Bother Using PayPal if your…,"Don’t Bother Using PayPal if your looking for smooth transactions. Nearly 2 weeks I have had a payment on hold, tells me to update the details on the activity section and there’s nothing to update. Spoken on the messaging service that is completely useless and never get the answer or help your looking for. Just constantly going round in circles. I’ve sold an item which has been delivered and I’m out of pocket as they won’t release the funds.",1,2022-09-18T10:24:09.000Z,Rikki Barham
Terrible Customer Service,"Paypal is one of the worst companies I've ever dealt with in terms of customer service. I spent over 4 hours making phone calls to contact them regarding issues with my account, the agents who took my phone constantly shuffled me around, and were unable to answer my questions or assist me properly.",1,2022-09-18T04:01:28.000Z,Richard Riznatch
PayPal  resolution centre,"I don't  know why  PayPal has resolution centre they not doing their job helping  buyers  , I has make  a complaint  claim for refund  , the goods I bought its expensive and not doing the job , they ask me  to send it back  to them because  I cannot send back to them they  refuse  the claim  , if the goods  doing the job I wouldn't  has complained.",1,2022-09-18T01:32:21.000Z,Angela
PATHETIC CUSTOMER SERVICE,"PATHETIC CUSTOMER SERVICEI HAVE USED PAYPAL MANY MANY TIMES OVER THE YEARS, BUT NOT AGAIN THOUGH. The first time i have an issue and contact them they treat me like you are trying to scam them. The simple issue, I did some shopping whilst away abroad and paid using Paypal in Euros. Paypal charged me in Pounds which worked out to be more expensive. I CONTACTED THEM WHEN I GOT BACK AND THEY ARE NOT WILLING TO DO ANY LOOKING BACK AS I USED THEIR PLATFORM BUT WANT A RECEIPT FROM ME. I HAD THROWN THIS AWAY AND ASKED THEM TO LOOK AT THE TRANSACTION AND THE RETAILER BASED IN  EUROPE ONLY. THEY CLOSE THE CASE SITING I HAVE NOT PRODUCED ENOUGH EVIDENCE. WILL NOT USE IN THE FUTURE",1,2022-09-17T16:26:31.000Z,Shahid
Non exciting support,I have been using Paypal since 2019 BTWAs an option for paying contractors and getting paid not the worst one but.....there is a huge but and it all comes down to customer service which is - non existent.I do not exaggerate that  there is no one to help you even if you have a question once a year.If something happens and you need help best believe no one will help via message.Calling is also difficult.In the end if you have other options choose them this is by far the worst one.,1,2022-09-17T12:16:10.000Z,Nina B.
Take 3 payments,"I purchased something using PayPal take 3, something I will never do again.For some reason the order was cancelled. I only know this because Marks and Spencer emailed me telling me. I checked PayPal and it was showing as everything being okay. So I left it 24 hours to see if maybe their system is just slow to update. After 24 hours, still there was no update. I rang PayPal (because their online help system is a joke), I was told that the order was not cancelled (but it is) and that if there are any issues I need to contact marks and spencers myself... The service has been dreadful. Klarna has a far superior service; they are so quick with updates, easy to navigate and they're extremely helpful. At present, I have no order, I'm out money and I'm getting no further in fixing this. I personally would say save yourself the stress and stay clear.",1,2022-09-17T09:22:26.000Z,Laura Black
Worst Automatic system and in person service by far - a solid ZERO!,"I placed an order on 9/14/2022 with a merchant I purchase from often. I never got a confirmation nor did the payment hit my bank account so I called the merchant. They had no record of my order. I then called Paypal. What a ridiculous nightmare! Their automated system won't allow you to proceed no matter what you say and when you finally get someone on the phone, they cannot answer a single question. I finally hung up and used their chat/email system and got a lame response stating the merchant refused the order. Why would they do that? They are in the business of selling! I will be looking for another pay provider given Paypal is inept in every way when there is an issue.",1,2022-09-17T04:28:40.000Z,Kellie Mason
You are not protected,"You are not protected. If someone uses your account for payment, you can't get your money back",1,2022-09-17T01:35:55.000Z,Oksana Madera
I've been on the phone with PayPal now…,I've been on the phone with PayPal now for 4 hours they have not resolved my issue they have no respect no guarantees I bought a pair of sneakers through PayPal made a complaint they never acknowledged the complaint and then when I went to follow up they told me it was past 180 days so someone basically got away with $80 now I have money sent to PayPal through a survey app they won't even let me access the funds you can't even use your PayPal account as a wallet I do not recommend PayPal for you for anyone this service is the worst I have ever come across customer service sucks one lady put me on hold at 10 minutes into the conversation 42 minutes later I'm still on hold but I'm on the other phone with another customer service rep when I hang up the other phone the first phone I hear the rep say yeah he finally hung up. This is no way to do business do not put your money with PayPal. And as a side note how do you have customer service reps who don't even speak the language of the people they are to service,1,2022-09-16T22:57:11.000Z,Steven H
Attempted to get a business QR code and…,Attempted to get a business QR code and customer service is a horrible example of how to due business. They are fairly overpaid largely incompetent staffing hindering commerce in today's market! 🤞😎,1,2022-09-16T22:11:44.000Z,A.P..
Three phone calls,Three phone calls - first agent said there was nothing they could do. Second one had a terrible connection so couldn't hear her. Third one hung up. If there were a way to transfer to another system I would.,1,2022-09-16T21:20:25.000Z,Debra Hicks
Reviewing as a merchant,"Reviewing as a merchant. We've taken the decision to pull the plug and remove Paypal from our website. We bust our balls to give good customer service. We ship all orders promptly and in most cases everything runs smoothly. Very occasionally Royal Mail deliveries are delayed or even lost. It's a fact of life and nothing we can do about it. Because most of our deliveries are free (to the customer), we don't use a tracked method so we need to allow Royal Mail up to 10 working days for delivery. This is what Royal Mail allows before an items is considered lost. If the item is not delivered within 10 working days, we'll issue a full refund or reship, depending on the customers wishes. Unfortunately thought, despite all this information being in our terms and conditions and despite the fact that UK Consumer law allows up to 30 days for delivery, Paypal allow customers to raise a dispute at any time after the order is placed and actively encourage customers to escalate it to a claim. Why would they do this you ask. Well it's because Paypal now charge £12.50 for every claim made against a merchant. What this means is that a customer can raise a dispute just a couple of days after placing an order, immediately escalate that to a claim without any time allowed for us to respond and try to resolve the issue and even if we issue an immediate refund we will be charged £12.50. You just can't win. Paypal are extorting money from UK merchants and it's no wonder that they have removed themselves from the Financial Ombudsman Services Voluntary Jurisdiction. I guess they don't like being charged when customers complain about them. I guess Paypal are desperate to claw back the money they are loosing when eBay ditched them.To all merchants out there. Get rid of Paypal. They are no longer relevant in 2022. It's easy to get a proper merchant account and payment provider and I can assure you that customers that want to buy your goods will not leave just because you don't accept Paypal.As a customer these days, I rarely use Paypal (even if a merchant offers it). Consumers have great protection with debit/credit cards under UK law.",1,2022-09-16T19:57:13.000Z,Frequent Online Shopper
I will never use PayPal unless I'm…,"I will never use PayPal unless I'm forced to.PayPal charged $50 for a rent payment made when i chose goods and services as the receiver instead of friends and family but never showed a warning or statement of any kind a before sending the payment.And now they have denied the request to fix the issue. And have not offered any other solution either.If they don't reverse the transaction I will fight them to the end.Why would I use PayPal when Zelle and other services don't charge and such a big amount at that.UPDATE: I have tried to reverse the entire transaction because I paid cash to the business and paypal has sucked all the energy out of me. They asked for proof  of cash payment and provided the rent agreement that says it was received and yet they just closed my case WITHOUT informing me that that proof did not work for them!! I had asked the seller for invoice and they said to use the rent agreement and I even attached a file showing that the seller said to use that. they will literally never help the buyer. Their chat system is crap, it takes forever to reach an agent over the phone and they still can't help and want to talk to the seller. Now I have to hassle the seller to take time out of their day to call them to resolve this. I will never in my life use paypal again what a scammy business!",1,2022-10-04T21:20:30.000Z,Maya Maya
Do NOT Use Paypal,Do NOT Use this service. Their automated systems doesn't help the user and even when you call them to resolve an issue they tell you that they have the best system and there's nothing they can do. I couldn't send payments to someone living in Ukraine because I was from a different continent and I couldn't change my phone number because I was travelling so I wont be able to use my account until i return to my country which is 3 months from now. I asked my friend from England to send the payment to the seller in Ukraine but they put the money on hold and the seller cant access it until after 30 days.,1,2022-09-16T17:19:14.000Z,render cee
"Paypal, a new low in customer service","Paypal offers a new low in customer service. This once great company has lost its way in recent years. We could put up with the degrading approach of the support agents and the utter lack of urgency to help fix simple problems. However, when they have the fate of your income in their hands, things become a little more serious.We have moved almost all of our transactions away from PayPal now. Our employees and customers appear to be very happy about this change. This appears to be typical for many popular businesses these days.",1,2022-09-16T16:33:29.000Z,Chris
"Paypal supports scam companies, not customers. Avoid!","Absolutely disgusted with the brick wall that is Paypal. Like many others, I thought they would protect my interests, so, when I wanted to buy from a seller who was unfamiliar to me, I paid through Paypal. Paypal allowed this company to debit my card for more than I had expected/authorised. Despite sending Paypal evidence in the form of an email confirmation, screen shots of the purchase amount, alongside the transactions on my bank account, my claim was refused. I appealed and added even more evidence only to be told again that the claim was refused and the case closed. I'm completely powerless. I immediately removed my card details from Paypal and will be deleting my account as soon as I have received my order which I ordered almost two weeks ago and still haven't received. I'm not convinced I will receive it as the company is obviously shady taking more money than authorised and I doubt Paypal will do anything if I don't receive the purchase. Paypal doesn't have the customer's best interests at heart and supports scam companies. Avoid, avoid, avoid!",1,2022-09-16T16:30:22.000Z,Jules
Offers no actual buyer protection,-,1,2022-09-16T15:25:26.000Z,Risto
SHOCKING,"Do not use Paypal.  I have just experienced a fraudulent purchase on my account.  £470 taken from my paypal account which I did not either order or authorise.  It was an order to Gucci not placed by me, using my account and Gucci have already acknowledged that this was a fraudulent purchase and are trying to me help.  However, the opposite is true of Paypal, they have cut me off the telephone numerous times, will not believe me, will not help and will not even allow me to try and claim a non receipt of product which may be the only way I can recover my money.This is a huge amount of hard earned money to me - I am so upset.  My only action can be to cancel my Paypal account immediately.  Always thought they were to be trusted and now shocked to read all the terrible reviews.Avoid Paypal at all costs, dreadful company.",1,2022-09-16T13:14:07.000Z,Sophie Tannetta
A horrible company,"A horrible company, doesn't value customers, bad service, I don't understand how come they are so popular and people keep choosing them",1,2022-09-16T09:59:02.000Z,Spqr Pirts
I have never used PayPal before so I…,I have never used PayPal before so I set up a account and used it to to join social clubs. What a mistake as I never knew that these companies were allowed to take money out of my linked bank account. PayPal tells me they want proof of cancellation but I'd they actually knew the process to these things they would find out what they asked me for was a pathetic attempt to help get my money back. Nevertheless they would see I deleted the account there for I paid 6 months for a service I never got. Thanks PayPal. You showed me that you support these companies that just take our money just because they have access. I thought PayPal valued their clients and not the companies. Even to get the correct help it's insane. I would rather not use this service ever again. Don't be surprised if this happens to you. If it happened to me trust me it will happen to you in this case.,1,2022-09-16T01:44:32.000Z,Melvin T.
I was supposed to be refunded from spirit halloween,I was supposed to be refunded from seller and there is no way to talk to a human being other than email.  3 days no refund issued.  No one on the email end helps. They just say to call.,1,2022-09-15T20:58:13.000Z,J B
Pay Pal Holds Your Money After Delivery,"I’ve had a Pay Pal account for 25 years. I sold 2 cameras 9/4/22 and they were both delivered 9/9/22. Pay Pal has the USPS tracking number so they have the delivery information if they choose to look. Its now 9/15/22 and Pay Pal is still holding my money. Pay Pal discloses many reasons why the hold customer funds, none of which are valid after a transaction has completed. Holding customer funds after a transaction is completed and delivered is simply stealing interest on hold accounts. Don’t be fooled. Stay away from Pay Pal.",1,2022-09-15T20:54:46.000Z,Gary Starkweather
Without repeating what's already been…,"Without repeating what's already been said, I am just going to flag the issues I had and others seem to have also experienced.Total lack of customer service, the automated call response is a joke.There is no real way of getting support and finding somebody to speak with seems impossible. This is pretty poor for a company that handles people's money!I raised a payment issue with PayPal and over 2 weeks later nothing from them. This is shocking and unacceptable.I raised a complaint with PayPal and I didn't even receive an acknowledgement or response.Just a really poor company which is a same because I used to think they were pretty good.",1,2022-09-15T19:28:21.000Z,Dragonfce Metal
